基金代號,公司,統一編號,溫室氣體排放量（公噸二氧化碳當量）,淨零目標年,2030年減量目標設定,SBTi 承諾,有具體減量策略,範疇三揭露,範疇三減量規劃,近三年能效進步率,節能目標設定,再生能源使用率,是否完成用電大戶再生能源設置義務,中期再生能源目標,RE100承諾,燃煤使用量（公噸）
00896,南亞,75370905,"3,752,539",2050,35%,遠低於2°C,"南亞公司訂定「2050 年碳中和」為長期減碳目標，積極推動四大減碳策略：1. 低碳能源轉型（公用廠燃煤鍋爐停止運轉，設置燃氣蒸汽鍋爐等設備，另各生產廠也改用低碳能源如天然氣取代高碳能源如煤炭、重油）。2. 節能減碳循環經濟（持續推動製程改善、循環經濟、AI 及數位轉型，提升能源使用效率及減少廢棄物發生量）。3. 提高再生能源用量（於各廠區廠房屋頂建置太陽能發電設備，至 2030 年設置總容量約 56,265.97 KW）。4. 碳捕捉技術運用（擴建電子級及工業級液態CO2工廠，將化工製程中所發生的CO2回收資源化）。",❌,✅,0.5%,,0.3%,✅,2.5% (2030),❌,"319,759"
00896,台泥,11913502,"3,643,800",2050,,符合1.5°C目標,主要運用水泥製程中關鍵的替代熟料、替代原料、替代燃料、餘熱發電、製程改善、再生能源及碳捕獲做為減碳策略，碳匯部分自2023年啟動森林及土壤調查，作為淨零碳移除之可行方案。,❌,✅,4.2%,1%,0.3%,✅,50% (2040),❌,"466,089"
00896,亞泥,03244509,"2,782,856",2050,10%,遠低於2°C,亞泥重要減碳措施包含：1. 導入循環經濟（17%）、2. 生產低碳水泥（34%）、3. 改善生產能耗（5%）、4. 碳捕捉及利用（36%）、5. 自然再碳酸化（8%）。,❌,✅,59.5%,,0.1%,❌,7% (2030),❌,"427,140"
00896,聯電,47217677,"1,430,027",2050,42%,符合1.5°C目標,聯電已擬定低碳轉型計畫，將分別針對營運活動的直接排放（範疇一）、能源使用的間接排放（範疇二），以及價值鏈產生的間接排放（範疇三）進行減量。主要策略包括：1. 持續積極自主減碳（研發先進晶圓代工技術、提升能資源生產力及使用效率，將半導體晶圓製造及 IC 終端產品使用階段之碳排降到最低）；2. 全面採用再生能源（訂定 2025 年 25%、2030 年 50%、2050 年 100% 三階段目標，大幅提升再生能源使用比例）；3. 投資淨零碳技術（投資淨零碳排放技術及參與碳抵減相關專案，以抵減不可避免或尚有削減技術限制的碳排放）。,❌,✅,-28.5%,,17.1%,✅,30% (2030),✅,0
00896,世界,84149358,"632,278",2050,45%,❌,淨零排放路徑以節電、減排、減量為主，輔以使用綠電及負碳技術；亦將持續推動與輔導供應鏈的低碳轉型。透過落實低碳轉型路徑、持續強化各項綠色行動。,❌,✅,-109.6%,1%,1.2%,✅,24% (2030),✅,0
00896,華新,35412204,"293,730",2050,15%,❌,三、氣候變遷因應策略：為因應極端氣候帶來之風險與機會，華新積極展開各項減碳行動，確立集團內溫室氣體減量目標，並成立節能減排小組，打造綠色低碳營運模式、並透過持續不斷的技術創新研發能力，提升綠色製程並精進綠色產品。策略主軸包含綠色生產、再生能源、綠色營運、循環經濟、綠色產品。,❌,✅,-0.1%,1%,10.4%,✅,2022,❌,0
00896,京元電子,22507241,"280,120",2050,15%,❌,關鍵減量策略主要涵蓋：推動節能專案以提高能源使用效率、透過綠電轉供持續擴大再生能源使用、既有及新建廠區屋頂建置太陽能發電系統、廠務及生產製程閥體冷媒汰換為低GWP值冷媒、持續關注重碳權交易市場。此外，再生能源策略包括規劃太陽能板設置、簽訂綠電憑證購電協議（CDDP）、與能源公司合作開發案場。,❌,❌,-25.3%,,2.4%,❌,2030,❌,0
00896,中碳,23221384,"83,694",2050,5%,❌,"本公司致力於達成碳中和目標,規劃以提升能源效率與能源使用來源等製程減碳措施,使本公司於氣候變遷因應歷程能維持企業競爭力。本公司由價值鏈分析出發,每年參考國際機構研究並配合集團碳中和減碳路徑規劃之期程,評估各時間長度下可能遭遇之轉型風險、實體風險以及機會等議題,從而建立可代表本公司營運特性之氣候風險與機會議題清單,並分析對於本公司經營模式與價值鏈之影響。",❌,❌,-16.3%,2%,0.0%,✅,2% (2029),❌,0
00896,正新,59504506,"79,551",,22%,❌,節能減碳委員會，各廠節能措施定期報告計畫及成果。提出自主減量計畫方案。推動節能方案，主軸面向則放在製程/廠務設備最佳化、舊設備汰換與節能控制管理等。代表性節能方案包含設備提升改造、更換節能設備、技術優化、綠能使用。,✅,❌,,1%,2.2%,❌,1% (無目標年),❌,0
00896,上銀,23503047,"37,751",2050,42%,符合1.5°C目標,加大低碳產品的研發投入，從產品的原料選擇、運輸、製造過程到使用階段展開各項減碳任務。透過「提高能源效率、創新低碳產品、循環經濟減廢、導入再生能源」四大核心策略，全面展開減碳行動。,❌,✅,-4.6%,2%,2.1%,✅,無目標年,❌,0
00900,聯電,47217677,"1,430,027",2050,42%,符合1.5°C目標,聯電已擬定低碳轉型計畫，將分別針對營運活動的直接排放（範疇一）、能源使用的間接排放（範疇二），以及價值鏈產生的間接排放（範疇三）進行減量。主要策略包括：1. 持續積極自主減碳（研發先進晶圓代工技術、提升能資源生產力及使用效率，將半導體晶圓製造及 IC 終端產品使用階段之碳排降到最低）；2. 全面採用再生能源（訂定 2025 年 25%、2030 年 50%、2050 年 100% 三階段目標，大幅提升再生能源使用比例）；3. 投資淨零碳技術（投資淨零碳排放技術及參與碳抵減相關專案，以抵減不可避免或尚有削減技術限制的碳排放）。,❌,✅,-28.5%,,17.1%,✅,30% (2030),✅,0
00900,世界,84149358,"632,278",2050,45%,❌,淨零排放路徑以節電、減排、減量為主，輔以使用綠電及負碳技術；亦將持續推動與輔導供應鏈的低碳轉型。透過落實低碳轉型路徑、持續強化各項綠色行動。,❌,✅,-109.6%,1%,1.2%,✅,24% (2030),✅,0
00900,華通,04401392,"145,463",2050,30%,❌,華通透過能效提升和設備汰換兩個主要路徑進行減量行動，並依據各廠區特性，規劃多元的健康促進活動，也培養每一位員工都能建立自救救人的能力，2024年舉辦各種健康促進系列活動，以達能耗強度下降之長期目標。,❌,✅,-133.3%,1%,33.1%,✅,30% (2030),❌,0
00900,頎邦,16130009,"135,476",,23%,❌,1. 汰換耗能設備汰舊換新（老舊馬達及泵浦、冰水機冷卻水泵、空壓機、乾燥機及真空機設備）。,❌,❌,-8.9%,1%,0.2%,❌,1% (2030),❌,0
00900,正新,59504506,"79,551",,22%,❌,節能減碳委員會，各廠節能措施定期報告計畫及成果。提出自主減量計畫方案。推動節能方案，主軸面向則放在製程/廠務設備最佳化、舊設備汰換與節能控制管理等。代表性節能方案包含設備提升改造、更換節能設備、技術優化、綠能使用。,✅,❌,,1%,2.2%,❌,1% (無目標年),❌,0
00901,台積電,22099131,"11,418,278",2050,,❌,氣候韌性方面，推動低碳製造，持續採用最佳技術減少溫室氣體排放。使用再生能源，持續使用再生能源及設置太陽能發電系統。提升能源使用效率，持續導入節能措施，積極落實節能行動。在供應鏈方面，透過 T.S.M.C. 供應鏈減碳行動策略，包括績效追蹤、提供支持、提升動機、創新合作四大方向進行減碳。,❌,✅,-6.6%,,14.1%,❌,18% (2030),✅,0
00901,亞泥,03244509,"2,782,856",2050,10%,遠低於2°C,亞泥重要減碳措施包含：1. 導入循環經濟（17%）、2. 生產低碳水泥（34%）、3. 改善生產能耗（5%）、4. 碳捕捉及利用（36%）、5. 自然再碳酸化（8%）。,❌,✅,59.5%,,0.1%,❌,7% (2030),❌,"427,140"
00901,群創,12800225,"2,412,736",,25%,遠低於2°C,公司規劃短中期減碳目標為至 2030 年溫室氣體範疇一與範疇二排放量相較基準年 2020 年減量 25%。減量策略包含製程低碳轉型、能源效率提升、再生能源裝置設置。採取行動包含維持高效率尾氣削減設備效率、FCs 氣體減量使用、降低石化燃料使用、汰換老舊設備提升能源使用效率、設置太陽能發電裝置、設置沼氣生質發電裝置與評估低碳能源發電裝置等。,❌,✅,3.0%,2%,4.9%,,無目標年,❌,0
00901,友達,84149738,"1,971,913",2050,42%,符合1.5°C目標,友達推動低碳供應鏈之策略一為「數位平台的導入與減碳路徑的規劃」，目標是透過數位科技及環保資源來引導供應鏈在 2030 年達成減碳 20% 的目標。2023 年友達與經濟部聯合 15 家關鍵供應商啟動「以大帶小製造業低碳及智慧化升級轉型補助」專案，並於 2024 年完成計劃中各項減碳目標。透過此專案，友達發揮產業影響力，以務實的技術與輔導，助攻供應商導入數位節能與碳管理機制，建置有效且長期運行的低碳轉型模式，推動整個供應鏈的低碳化目標。,❌,✅,7.0%,5%,6.7%,✅,30% (2030),✅,0
00901,聯電,47217677,"1,430,027",2050,42%,符合1.5°C目標,聯電已擬定低碳轉型計畫，將分別針對營運活動的直接排放（範疇一）、能源使用的間接排放（範疇二），以及價值鏈產生的間接排放（範疇三）進行減量。主要策略包括：1. 持續積極自主減碳（研發先進晶圓代工技術、提升能資源生產力及使用效率，將半導體晶圓製造及 IC 終端產品使用階段之碳排降到最低）；2. 全面採用再生能源（訂定 2025 年 25%、2030 年 50%、2050 年 100% 三階段目標，大幅提升再生能源使用比例）；3. 投資淨零碳技術（投資淨零碳排放技術及參與碳抵減相關專案，以抵減不可避免或尚有削減技術限制的碳排放）。,❌,✅,-28.5%,,17.1%,✅,30% (2030),✅,0
00901,世界,84149358,"632,278",2050,45%,❌,淨零排放路徑以節電、減排、減量為主，輔以使用綠電及負碳技術；亦將持續推動與輔導供應鏈的低碳轉型。透過落實低碳轉型路徑、持續強化各項綠色行動。,❌,✅,-109.6%,1%,1.2%,✅,24% (2030),✅,0
00901,欣興,23535435,"537,380",2050,30%,❌,欣興電子已採取多項關鍵策略，已持續朝永續目標前進，欣興預計於 2024~2026 年間在 6 廠區各設 1~2 座氫能發電廠，積極導入綠色能源以降低碳足跡，並提升能源自主性。此外，我們持續優化生產流程、推動廠區智慧節能技術，並參與國際減碳倡議，以確保企業發展符合全球永續標準。,❌,❌,-20.6%,,,✅,30% (2030),❌,0
00901,華新,35412204,"293,730",2050,15%,❌,三、氣候變遷因應策略：為因應極端氣候帶來之風險與機會，華新積極展開各項減碳行動，確立集團內溫室氣體減量目標，並成立節能減排小組，打造綠色低碳營運模式、並透過持續不斷的技術創新研發能力，提升綠色製程並精進綠色產品。策略主軸包含綠色生產、再生能源、綠色營運、循環經濟、綠色產品。,❌,✅,-0.1%,1%,10.4%,✅,2022,❌,0
00901,大立光,22480876,"164,275",,,❌,"擬定碳減量計畫與再生能源策略，持續進行節能減碳措施。導入高效率空調、製程冷卻與照明系統(如變頻空壓機、LED照明)。溫控調整或增設定時裝置以降低運轉耗電。推動E化系統減少用紙消耗。設置電力監控系統。安裝節水設備，定期記錄用水流量及分析。高耗能及老舊設備汰換。新建廠規劃建置1,100KW太陽光電。尋找合適再生能源取代傳統能源。廠區綠化。廠區內生產製程物料使用源頭控管，避免使用現行環保技術無法處理的原物料。",✅,❌,,,0.0%,❌,2030,❌,0
00901,環球晶,28113286,"145,193",2050,,承諾設定科學基礎目標,為達成溫室氣體減量，擬定策略如下： (1) 採用再生能源：以自建太陽能發電系統、導入汽電共生系統與購買外部再生能源（例如：簽署長期購電合約 PPA、購買 RECs 或者其他相同於 I-REC 的再生能源憑證制度）同時並行持續提升再生能源之使用比例。(2) 提升能源使用效率：透過設備改良進而降低設備耗用之能源。(3) 購買碳補償商品：透過購買碳排放交易額度來抵銷其碳排放量。(4) 碳清除：支持推展植樹計畫並參與其他自然解決方案及自然保護計畫。(5) 上游價值鏈減碳：依照原物料造成的排放量將供應商分成三種等級，用以落實供應商的產品碳足跡第三方盤查，並且持續追蹤供應商提出的減碳路徑計畫，邀請大宗碳排放量供應商共同響應科學基礎減量目標倡議（SBTi），以達成範疇三的減量。,❌,✅,-4.8%,4%,6.6%,❌,10% (2030),✅,0
00901,穩懋,70752257,"144,869",2050,42%,❌,穩懋淨零路徑：2021-2022年成立節能減碳專案小組、更換為高效率含氟溫室氣體削減設備、規劃製程氣體排放減量、規劃使用較低碳能源、依循SBTi訂定淨零排放目標。2023年持續更換為高效率含氟溫室氣體削減設備、首次導入ISO 50001能源管理系統、製程氣體排放減量、使用較低碳能源(台電)、自設太陽光電系統。2024年使用自設再生能源、使用較低碳能源(台電)、提高能源使用效率、持續更換為高效率含氟溫室氣體削減設備。2025-2030年全面建置ISO 50001能源管理系統、逐步更換為高效率含氟溫室氣體削減設備、製程氣體減量或取代高潛勢溫室氣體使用、逐步提高再生能源使用、原物料及用電減量。2040年積極關注新興的溫室氣體減排技術、逐步提高再生能源使用、價值鏈減量、使用低碳原物料及低碳運輸。2050年殘餘碳排將採取相關措施中和而達到淨零排放、100%使用再生能源。,❌,✅,-0.5%,1%,0.2%,❌,1.5% (2025),❌,0
